8858240.8,337294.8204164027,10-lubm,shapes-rs
130915792.9,1887692.1462302671,100-lubm,shapes-rs
20166087.5,731889.5247232406,20-lubm,shapes-rs
30471094.5,624247.150052899,30-lubm,shapes-rs
44268470,1041433.9582130656,40-lubm,shapes-rs
58757360.7,1301995.8174745971,50-lubm,shapes-rs
72478866.8,1466132.27524977,60-lubm,shapes-rs
88782738.3,3329721.2841018206,70-lubm,shapes-rs
96840237.2,2083513.1067267023,80-lubm,shapes-rs
118687830.4,3271178.8636758463,90-lubm,shapes-rs
