72109388.600000,28602514.778346,10-lubm,jena
102061969.500000,3871335.957368,20-lubm,jena
140704163.100000,17287891.575450,30-lubm,jena
165317986.400000,29345634.996411,40-lubm,jena
210072537.400000,28316401.613129,50-lubm,jena
246866326.800000,6883056.410706,60-lubm,jena
290381390.500000,20280029.519076,70-lubm,jena
339786236.900000,40411532.579533,80-lubm,jena
384276786.800000,46495267.269825,90-lubm,jena
424528454.100000,47422955.186887,100-lubm,jena
